selecteer,uuid,entity_thumb,ft_fotonummer,photoid,ft_datum_jaar,ft_omschrijving,auteursrechten_vervaardiger_naam
,0f870d4e-23b5-447b-aee8-be6a10d13bd3,,{0.24071},{HGA001068038},1978,"Groot Hertoginnelaan nr. 258, hoek Voltastraat","Kempff, P.G."
,0f8a4450-74ab-48aa-93e5-931785b9b298,,{0.14692},{HGA001058754},1980,"Camera Obscurastraat nrs. 277-251, gezien van de Schimmelweg richting Busken Huetstraat","Kempff, P.G."
,0f8cc26c-ff85-4492-9c09-3d2edd179c95,,{0.36470},{HGA001406295},1980,"Keggestraat nrs. 7-1, gezien van het Hildebrandplein","Kempff, P.G."
,0f923853-95fc-4f25-b3fd-aa5469d0f9c1,,{870205},{HGA001301805},1975,"Madurodam, het Binnenhof met de Ridderzaal",Stokvis
,0f9d75db-8506-4da6-b978-c7fa6b319a75,,{6.02305},{HGA001133033},1994,Dedelstraat nrs. 14-2,"Kempff, P.G."
,0fa05c9b-96fc-468b-ad63-30e0c8333a9d,,{0.38763},{HGA001408583},1975,"Koningskade hoek Wassenaarseweg, sloop","Kempff, P.G."
,0fb98e7e-2f64-4c93-aae7-87d4ab0c3fa2,,{870535},{HGA001870535},1975,"Groenmarkt, Grote of Sint Jacobskerk, interieur naar het orgel gezien","Paans, M."
,0fba5e79-7d09-4af7-94a1-c0cd52b54840,,{1.17717},{HGA001055011},1969,"Een tot op het hemd uitgeklede pop en teksten die er niet om liegen bij 'Al-Veka', Denneweg nr. 56, demonstreren het ongenoegen over de Belasting Toegevoegde Waarde (B.T.W.). Rechts de winkelier Bram van Pijpen",Stokvis
,0fbb33fa-2e7d-4efb-877a-0f3d5a70f394,,{0.14656},{HGA001058718},1979,"Camera Obscurastraat nrs. 2-36 en 33-1, gezien naar de Keggestraat","Kempff, P.G."
,0fcb295e-559f-4fcc-bb99-54982c013b49,,{0.08186},{HGA001034033},1980,"Beetsstraat nrs. 147-143, gezien van de Vosmaerstraat","Kempff, P.G."
,0fcdc9cf-ce9b-4a4a-af20-a797300202b9,,{0.73612},{HGA001245061},1981,"Van Zeggelenlaan nrs. 8-74, gezien van de Capadosestraat naar de Pieter Spastraat","Kempff, P.G."
,0fcf8efd-c625-4891-8202-a60ab94f488b,,{0.36437},{HGA001406262},1980,Keggestraat nrs. 66-96; rechts de Vosmaerstraat,"Kempff, P.G."
,0fd21756-0028-4128-aaae-4f67e5c8e4fb,,{0.09652},{HGA001035493},1967,"Bezuidenhoutseweg nr. 60, het gebouw van de Sociaal Economische Raad (SER)",Stokvis
,0fe958c1-1f5e-4fc5-abfc-68d3449c761a,,{6.02333},{HGA001133061},1994,"Van Wouwstraat, gezien van de Ridderlaan","Kempff, P.G."
,0ff3753c-d8b5-4049-9b5c-022606a5d28f,,{820384},{HGA001256009},1984,Luchtfoto Zuiderpark en omgeving met het zwembad en het voetbalstadion. Op de voorgrond de Melis Stokelaan.,Delta-Phot
,0ff4ae7e-174d-4c36-893a-78ec40f3e0ce,,{0.12030},{HGA001037857},1989,Boekhorststraat nrs. 69-77,"Kempff, P.G."
,0ff58e73-bd9b-4361-9087-75fed709475a,,{0.15427},{HGA001059487},1975,"Celebesstraat, gezien van de Borneostraat naar de Timorstraat, links nr. 2, de laagbouw rechts daarvan is nr. 4, 'Het Klokhuis'","Kempff, P.G."
,0ff6477f-8915-4152-9032-128d3b89d531,,{1.13409},{HGA001050727},1952,"Dr. Max Euwe (rechts) overhandigt mr. A. Rueb, erevoorzittervan de Koninklijke Nederlandse Schaakbond, een bos bloemen ter gelegenheid van diens 70e verjaardag, links de voorzitter van de K.N.S.B., ir. H.J. van Steenis",Stokvis
,0fffc0ef-2387-426d-9b4e-735637efb520,,{820309},{HGA001255934},1982,Luchtfoto Bezuidenhout. Op de voorgrond het Ministerie van Buitenlandse Zaken in aanbouw en daarnaast het Algemeen Rijksarchief. Centraal de kruising Utrechtse Baan / Theresiastraat met het Ministerie van Landbouw en Visserij en het Paleis van Justitie.,Delta-Phot
,1001a955-b2b4-4d19-b9cf-aa5a5b6ff93b,,{0.14416},{HGA001058479},1992,"Burgemeester Van der Werffstraat achterzijde van de school aan de Jan van Houtstraat nr. 127, gezien naar de Westduinweg","Kempff, P.G."
,1002300c-7139-4570-9dea-e87c6ab0234e,,{883149},{HGA001883149},1976,"Strandpaviljoen, vermoedelijk in het Westduinpark","Vries, Jan de"
,100f875c-95f9-41d5-9efb-9e5b65941ccd,,{1.18549},{HGA001055840},1972,Minister-president mr. B.W. Biesheuvel ontvangt de Noorse premier Trygve Bratelli (links) in het Catshuis,Stokvis
,100fe4b2-0cb5-42ac-94f5-739aaa158f8c,,{0.72985},{HGA001244433},1981,"Van Musschenbroekstraat nrs. 259-207, gezien van het Lorentzplein richting Isingstraat","Kempff, P.G."
,101288a7-7ca6-4440-bc13-68fca33cb5bd,,{0.56619},{HGA001428670},1956,"Plein, Ministerie van Buitenlandse Zaken, conferentie van de Ministers van Buitenlandse Zaken van de Benelux-landen in het Ministerie van Buitenlandse Zaken, van links naar rechts J. Bech (Luxemburg), mr. J.W. Beijen en P.H. Spaak (België)",Stokvis
,10156c06-49ec-43e4-9980-e32236323c45,,{6.02312},{HGA001133040},1994,"Groenhovenstraat, achtergevel van een gebouw van Shell (Carel van Bylandtlaan nr. 30). Gezien naar de Oostduinlaan","Kempff, P.G."
,101be59c-d408-4261-9feb-245fcf7f8dca,,{0.61694},{HGA001433700},1982,Rijswijkseweg nrs. 49-25,"Kempff, P.G."
,103988bb-c69a-45b8-b3d4-1e4c4af0457a,,{0.85702},{HGA001261500},1980,Luchtfoto Den Haag. Met op de voorgrond de Stationsbuurt (midden en rechts) en de Schilderswijk (links),Meyer/Stokvis
,1044efb8-534f-4c68-be63-8f2a620267ca,,{0.29280},{HGA001402135},1994,"Hollanderstraat nrs. 15-31, gezien van de kant van de Koningin Emmakade","Kempff, P.G."
,1049db92-b03b-44d0-8fad-8b10f9e4f49a,,{820228},{HGA001255853},1980,Luchtfoto van Kijkduin en omgeving. Centraal het villapark Kijkduin en links daarvan de Machiel Vrijenhoeklaan.,Delta-Phot
,1057dd13-eb30-4284-8fcd-a5382bff5995,,{0.29281},{HGA001402136},1994,"Hollanderstraat nrs. 15-31, gezien in de richting van de Koningin Emmakade","Kempff, P.G."
,105c9036-fa32-47c3-816f-dd3b90d1755a,,{0.14494},{HGA001058557},1980,"Busken Huetstraat nrs. 32-48, gezien van de Camera Obscurastraat naar de Beetsstraat","Kempff, P.G."
,10619797-79ef-42a4-bc3d-1233b7830eca,,{0.65228},{HGA001437220},1954,"Spaarwaterstraat nr. 21, de Van Hoogstratenschool op 1 september 1954 in gebruik genomen",Stokvis
,1061e1af-921b-44b9-8094-317f856dff77,,{0.43479},{HGA001413282},1975,Lange Voorhout. Hotel des Indes. Zijgevel met op de voorgrond daken van panden aan de Vos in Tuinstraat,"Kempff, P.G."
,10631e1e-aaf2-42ac-9f0b-979d4370e0dd,,{6.02348},{HGA001133160},1994,"Utenbroekestraat, gezien van de Van Nijenrodestraat","Kempff, P.G."
,107405db-0da3-4476-a0e0-2eaa6a6041d1,,{6.15404},{HGA001017968},1970,"Luchtfoto van het Bezuidenhout, met van middenonder naar boven de Charlotte de Bourbonstraat, en boven het midden de Prinses Beatrixlaan met nieuwe kantoorgebouwen voor o.a. Nationale Nederlanden. Linksboven het Haagse Bos. Aan de linkerkant, iets boven het midden, het Paleis van Justitie in aanbouw",Stokvis
,10798b4d-3056-44a8-bb03-0f461fc84e37,,{0.47142},{HGA001439194},1975,"Malakkastraat nr. 1 bis, zitkamer, gezien naar de open keuken","Kempff, P.G."
,1084bc4a-976b-4bcd-9831-3ae66776114c,,{0.11793},{HGA001037621},1982,Binnentuinen nrs. 1-27,"Kempff, P.G."
,109dcfca-5d2d-4e70-8b2e-d9ad193b0899,,{0.08191},{HGA001034038},1980,"Beetsstraat nrs. 223-189, gezien richting Vosmaerstraat","Kempff, P.G."
,10a838d3-c5a8-41f1-9cff-68d51711231e,,{0.64047},{HGA001436042},1993,"Schouwensestraat, even zijde gezien van de Pluvierstraat in de richting van de Markensestraat","Kempff, P.G."
,10baa2e8-5e87-4bd9-aff7-0ea477260071,,{1.61517},{HGA001001514},1971,"Rahat Said Chatari, ambassadeur van Pakistan",Stokvis
,10bea39c-9ce3-459b-84df-f4f36857ba1f,,{0.29661},{HGA001402512},1989,"Hooikade, detail van de Hooikadebrug, vervaardigd door de ijzergieterij 'De Prins van Oranje' in 1866","Kempff, P.G."
,10cbe5c1-a028-40f3-a084-d622d243775d,,{1.15583},{HGA001052885},1962,Opening van de nieuwe vleugel van het Gemeentemuseum. Prinses Beatrix wordt rondgeleid,Stokvis
,10e6c298-990c-4815-b92f-51155267fb55,,{0.18390},{HGA001062371},1982,"Elboogstraat, vanaf het Cromvlietplein","Kempff, P.G."
,10f29947-da03-4439-803f-2b5b251e5c4a,,{0.40724},{HGA001410531},1981,"3e Laakdwarsweg nrs. 19-1, gezien van de Molenslootstraat naar de Laakweg","Kempff, P.G."
,1100686b-4204-478e-812c-0856830398ee,,{6.15392},{HGA001227314},1981,Demonstratie bij het Vredespaleis tegen het anti-homo beleid van de Amerikaanse president Ronald Reagan,Stokvis
,110a5284-a1fb-49c3-8952-0fbb16273e3c,,{0.22529},{HGA001066497},1981,"Griendsestraat nrs. 19-1 en 2, gezien van de Markensestraat naar de Wieringsestraat","Kempff, P.G."
,1113e902-b689-4331-b44f-1944427b9a4e,,{0.63629},{HGA001435628},1979,"Scheveningseweg, begraafplaats 'Ter Navolging'","Kempff, P.G."
,11167f81-4b6f-4037-ae17-d5dd26fd2823,,{1.52977},{HGA001138224},1968,Thijs de Haan in actie tijdens de veldhandbalwedstrijd 'Operatie' - 'Miloc',"Brugge, G.J. ter"
,1125c605-f9dc-4cb5-b6e1-14fb9572a97d,,{1.23355},{HGA001022642},1979,"Viering van het 25-jarig dienstjubileum van mevrouw drs. A.M.J. de Haan in de tentoonstellingszaal van het gemeentearchief. Het hoofd van de afdeling Inventariatie, drs. M. van Doorn, spreekt de jubilaresse toe. V.l.n.r. : mevrouw drs. A.M.J. de Haan; gemeentearchivaris drs. H. Bordewijk; G.A. Kooy; P. Wander; mevrouw J.F.M. Wentholt; de heer van Doorn en drs. C.H. Slechte","Kempff, P.G."
,11295fd9-c542-4739-918e-9dd70a87baaf,,{0.47145},{HGA001439197},1975,"Malakkastraat nr. 13, voorkamer van het huis van de grafisch ontwerper Jos Lammers en zijn gezin","Kempff, P.G."
,115901e3-322f-4fd7-9d72-8416373d7388,,{5.12501},{HGA001418009},1985,"Hofvijver gezien naar de Vijverdam, links de parlementsgebouwen","Fortuin, Albert"
,116592a9-4a98-4f56-80e0-0e252cee7bf1,,{0.44503},{HGA001414304},1982,Leeghwaterkade richting Fijnjekade,"Kempff, P.G."
,11685a33-a95f-4a8a-845f-3b2f9c6a4492,,{6.02306},{HGA001133034},1994,Dedelstraat nr. 25,"Kempff, P.G."
,11739b57-00e6-45af-819d-39c26f999bdf,,{5.05145},{HGA001197901},2004,"Boulevard, SprookjesBeelden aan Zee, een vrij toegankelijke permanente tentoonstelling van het museum Beelden aan Zee, geopend op 9 juni 2004, met beelden van Tom Otterness. Op de voorgrond 'Haringeter'","Swinkels, Antoinette"
,117a8eb0-3b53-4797-9e0e-19bb2294007f,,{870300},{HGA001870300},1975,"Eerste haven, Hektrawler Willem van der Zwan, SCH 302, rederij W. v.d. Zwan & Zn, detail","Paans, M."
,11857040-e8a5-4921-aba8-06edadedc5ab,,{0.11879},{HGA001037707},1981,"Boddaertstraat, gezien van de Linnaeusstraat naar de Jan ten Brinkstraat","Kempff, P.G."
,119631cf-5549-41bc-aeb3-228861d02742,,{0.49662},{HGA001421728},1982,Neherkade bij de Slachthuislaan,"Kempff, P.G."
,119f8eae-74b9-43a8-9d73-af369c229b91,,{0.14682},{HGA001058744},1980,"Camera Obscurastraat nrs. 99-81, gezien naar de Vosmaerstraat","Kempff, P.G."
,11a37294-231f-4eb4-a123-cd07a437208b,,{0.67244},{HGA001440417},1980,Stastokstraat nrs. 52-54,"Kempff, P.G."
,11a38b91-036b-4f81-9431-7f88357541b1,,{0.28016},{HGA001400879},1980,"Hildebrandstraat nrs. 34-40, rechts de Stastokstraat, links richting Goeverneurplein","Kempff, P.G."
,11bbc9ee-d012-4df1-b20a-dc01a3f82d18,,{0.12645},{HGA001056713},1981,"Bresterstraat nrs. 2-90, gezien van de Capadosestraat naar de Laakkade. Op de voorgrond hondenkapsalon Wolvers","Kempff, P.G."
,11c693a3-57a5-4c82-a930-f2b311095074,,{0.40845},{HGA001410652},1982,"Laakhaven, vanaf de Waldorpstraat kruising Viaductweg","Kempff, P.G."
,11d291d2-fb21-4890-8883-787a7cd52294,,{860262},{HGA001860262},1945,Overwinningsparade op de Laan van Meerdervoort,"Biegstraaten, F.W.H."
,11de0b76-6cb2-41ce-ac54-e2c8ad5d2745,,{883151},{HGA001883151},1975,"Luchtfoto Centrum, op de voorgrond het Buitenom, evenwijdig daar aan de Prinsegracht, gezien naar het Westeinde; rechts het hofje van Nieuwkoop; op het braakliggende terrein zal later het Westeinde Ziekenhuis gebouwd worden",Stokvis
,11f16784-543d-4883-8224-d6b112a93534,,{0.74148},{HGA001245604},1978,Viviënstraat nrs. 88-90,"Kempff, P.G."
,11f2f060-0cc4-4ac1-902d-14b3c91430c4,,{1.21173},{HGA001020524},1976,Opening van de tentoonstelling 'De Schilderswijk getekend' in het gemeentearchief. 'Verboden te roken',"Kempff, P.G."
,11fc002c-8fd4-47ab-ae29-2e136935f61c,,{0.72003},{HGA001444706},1982,Van der Hoopstraat nrs. 29-19,"Kempff, P.G."
,1203f3f3-1713-487b-a917-c1c29f8d56dc,,{0.84114},{HGA001259553},1979,"Zoutmanstraat nr. 53D, hoek Prins Hendrikplein nr. 1, pianohandel Mossel en Versteege","Kempff, P.G."
,120903f0-ac55-4ab9-8c90-cbfe48eafdc8,,{0.69553},{HGA001442317},1990,"Toon Dupuisstraat, Houthaghe","Kempff, P.G."
,120a8c60-c17e-40c1-9c95-e098787a70a0,,{0.59563},{HGA001431578},1981,"Prudens van Duysestraat, gezien van de Guido Gezellestraat naar de Schimmelweg","Kempff, P.G."
,1214e0d5-22cf-422b-8c55-76bb83c74e4c,,{0.76079},{HGA001247765},1993,"Walchersestraat, even zijde gezien van de Markensestraat in de richting van de Pluvierstraat","Kempff, P.G."
,122e1008-0738-452a-8d63-eea21944ab3d,,{0.55983},{HGA001428034},1980,"Plaats nrs. 33-29, gezien naar het Buitenhof","Kempff, P.G."
,122f21b4-08e8-46c7-8e60-766f3ca4abe3,,{870182},{HGA001301782},1975,Passage,Stokvis
,122f8104-9e95-4078-93c6-a36e1d2de023,,{0.46759},{HGA001439061},1982,Lulofsstraat,"Kempff, P.G."
,1234aba1-4d1a-44a2-bab0-fa647904c0b5,,{1.16665},{HGA001053962},1966,Pseudo-raadsvergadering van Jongeren in de raadzaal aan de Javastraat. Een 'VVD-ster' aan het woord over de afsluiting van de boulevard,Stokvis
,124e6723-79af-4725-927a-18b434b33d78,,{0.88007},{HGA001088007},1982,"Wassenaar, Clingendael; voor- en zijgevel van het huis tijdens de restauratie","Kempff, P.G."
,124ee9ec-5d39-401c-aa63-760050c42455,,{0.74321},{HGA001245982},1982,Vliegwielstraat nrs. 67-1 vanaf de Klepstraat naar de Broekslootkade,"Kempff, P.G."
,1256562c-bc7d-446a-a2aa-d01c20a572b7,,{0.31441},{HGA001404283},1981,"Jan Wapstraat, gezien van de Aarnout Drostlaan richting De Genestetlaan","Kempff, P.G."
,1256cec7-1827-48e2-9a6b-90a6f3dab60f,,{0.16156},{HGA001060145},1981,"Convivastraat nrs. 48-110 en 117-53, gezien van de Isingstraat naar de Antheunisstraat","Kempff, P.G."
,125e5554-c0b8-4f01-80bd-eb618e6ca000,,{870249},{HGA001870249},1975,"Zeilstraat, kat op een muurtje","Paans, M."
,1262a9d5-cf10-48b4-8251-59379fefce23,,{1.17502},{HGA001054796},1968,"De voorzitter van de Nederlandse Federatie voor Bejaardenzorg, dr. H.W. Tilanus, overhandigt mevrouw E.K. Drüge een zilveren bonbonschaaltje omdat zij het vijfduizendste diploma bejaardenhelpster van de federatie heeft verworven",Stokvis
,12636e53-fa82-4a32-8784-17950f3a52de,,{0.27988},{HGA001400851},1979,Hildebrandstraat hoek Schimmelweg,"Kempff, P.G."
,12711a2e-4e15-473a-a976-60d4d7ba8d08,,{0.28003},{HGA001400866},1979,Hildebrandstraat nrs. 174-186,"Kempff, P.G."
,1271339d-cf59-45ca-862e-7664fa175df9,,{860316},{HGA001860316},1945,"Grote Marktstraat, geallieerde stafwagen met vermoedelijk Prins Bernhard aan het stuur","Biegstraaten, F.W.H."
,127ddd7c-c1db-4043-a2ee-f212fbc8947d,,{0.27045},{HGA001400249},1981,"Haverschmidtstraat, gezien van de Isingstraat","Kempff, P.G."
,128c8209-027a-46fd-a227-3a1a4dedd2f0,,{0.42201},{HGA001412008},1964,"Laan van Nieuw Oost Indië, ter hoogte van nr. 8-8A (links), gezien naar Voorburg",Stokvis
,12940f80-3657-4182-a8eb-60bc3ec4800a,,{883205},{HGA001883205},1980,"Hooftskade nr. 195; Haags Krachtsportcentrum H.K.V.-Simson-K.D.O., voorheen distilleerderij 'De Ooievaar'","Vries, Jan de"
,129a08d5-c82d-4b86-ab5d-357ef0af383e,,{0.06831},{HGA001032689},1978,"Apeldoornselaan, gevel van het voormalige kledingmagazijn Lijnkamp, thans Johan Maasbach World Mission","Kempff, P.G."
,129c1f7b-8e23-4dbd-961f-8ae076bf226e,,{0.45006},{HGA001414806},1960,"Zoetermeer, Oranjelaan ter hoogte van nr. 97, met een moeder en vier kinderen. Links De Spar, midden een agentschap van Dagblad Het Binnenhof",Stokvis
,129d6399-ec67-4af9-92f6-1e156657f0e1,,{860291},{HGA001860291},1945,Rijswijkseplein; intocht geallieerden,"Biegstraaten, F.W.H."
,12a4ed76-e74a-472d-a508-5dc4389ebc57,,{870649},{HGA001870649},1975,"Lange Voorhout nr. 34, Koninklijke Bibliotheek, gevel, detail","Paans, M."
,12ac6665-8582-494d-bb3c-307fbe388410,,{0.86327},{HGA001262506},1975,"Perspectieffoto Centrum-Spui, gezien vanaf het gebouw Lummus aan de Turfmarkt naar het oosten, met de bouwput bij het Prins Bernhardviaduct en op de achtergrond het gebied rond de Prinses Beatrixlaan","Kempff, P.G."
,12b92266-f5a1-4d71-974e-50ab8e009a61,,{1.13996},{HGA001051313},1954,"Conferentie van de ministers van Buitenlandse Zaken van de Benelux landen in het ministerie van Buitenlandse Zaken. V.l.n.r. J. Beck (Luxemburg) mr. J.W. Beyen en Spaak (België), minister P.H. Spaak geeft een verslag aan de journalisten",Stokvis
,12bdf8ea-72b9-4c52-9628-abb35ea42b79,,{5.02418},{HGA001194964},1984,"Wagenstraat, de moskee tijdens een dienst",Stokvis
,12c15bbf-1a02-49f4-92c1-65c27e224a42,,{870273},{HGA001870273},1975,"Keizerstraat nr. 131, Drogisterij De Gaper","Paans, M."
,12c25d70-e418-4811-8848-0c619797ebfa,,{304745},{HGA001310045},2008,"Verwoldestraat in afbraak, gezien richting Ulenpasstraat. Afvoeren van puin","Postma, R."
,12c35912-d361-4199-a4ae-6fd434daf75c,,{0.05549},{HGA001031410},1977,Alberdingk Thijmstraat,"Kempff, P.G."
,12c4d53f-aa3c-451d-a11f-bdf1dd08b212,,{0.05885},{HGA001031746},1981,"Allard Piersonlaan nrs. 137-53, gezien van de Isingstraat naar de Antheunisstraat","Kempff, P.G."
,12c87738-4a56-477b-962b-415a21260a34,,{1.27615},{HGA001026886},1984,"Tentoonstelling 'Het Verheerlijkt Den Haag', georganiseerd door het Gemeentearchief in Pulchri Studio, Lange Voorhout nr. 15","Kempff, P.G."
,12cf0991-206e-4e4a-87aa-a19c933fd748,,{0.51417},{HGA001423482},1970,"Noordeinde nrs. 44-46, voorheen J.A. Krul",Stokvis
,12d0101e-883e-4892-a019-96043d224616,,{5.05157},{HGA001197913},2004,"Tentoonstelling Den Haag Sculptuur 2004 ('Giganten - Europese smaakmakers'), een kunstwerk (twee vingers vormen een V) aan de rand van de Hofvijver","Swinkels, Antoinette"
,12d3d238-47fe-45d3-a869-cc9a383f56cb,,{870388},{HGA001870388},1975,"Christinalaan, zijstraat van de Cantaloupenburg","Paans, M."
,12da4525-1c90-444f-b4de-f173e7e47be9,,{870035},{HGA001301635},1975,"Groenmarkt, interieur van de nieuwe raadzaal",Stokvis
,12e0b2e4-4704-4061-930e-01f67897f600,,{870302},{HGA001870302},1975,"Hektrawler, detail","Paans, M."
,12e22acd-2897-4384-8677-6f7fb6393f7f,,{1.17256},{HGA001054551},1967,"Gouden feest van het Maerlantlyceum, Johannes Bildersstraat nr. 11. In de aula luisteren het schoolkoor en het schoolorkest o.l.v. de heer W.H. Kotterman, de bijeenkomst op",Stokvis
,12e2d0cb-b408-4b45-a94e-ba42e8b7e77a,,{870760},{HGA001870760},1970,"Perspectieffoto van de Boslaan met het tracé (rechts) waar de Utrechtsebaan moet komen, gezien vanaf de Bezuidenhoutseweg in de richting van de Benoordenhoutseweg",Stokvis
,12ec6439-da25-49f3-8148-9e861995313d,,{820489},{HGA001256114},1989,Luchtfoto Scheveningen. Centraal het verzorgingstehuis 'Het Uiterjoon' aan de Vissershavenstraat. Rechtsboven de vuurtoren.,Delta-Phot
,12fede1a-e29c-4d9f-bbd4-666f91229f95,,{1.51038},{HGA001136227},1953,"Reinigingsdienst, bevestiging van bellen aan de vuilniswagens",Stokvis
,1308c90a-878b-43a2-a8e6-2e3ae3a0bf98,,{0.40976},{HGA001410783},1981,"Laakweg nrs. 169-152, gezien naar de 1e Laakdwarsweg","Kempff, P.G."
,13166665-b659-41d1-8986-e3b12e9aef82,,{1.18684},{HGA001055975},1972,"Onthulling van een schaalmodel van het Goudse stadhuis, bestemd voor de miniatuurstad Madurodam. Geheel links: ideemaker Pieter; in het midden de burgemeester van Gouda P. van Dijke, en rechts de loco-burgemeester van de miniatuurstad Harmen Heslinga",Stokvis
,1319980b-dd29-487a-8ec2-9c70f67f50c6,,{1.16692},{HGA001053989},1966,"De wethouder van Openbare Werken en Verkeersaangelegenheden, mr. A.J. Dankelman, stelt de maquette betreffende het Zeeleidingproject in werking, die de loop van het afvalwater naar zee volgens het nieuwe systeem weergeeft",Stokvis
,131e5980-cf12-48ef-8247-8e407032dbd6,,{0.18278},{HGA001062259},1975,"Elandstraat nr. 144, detail","Kempff, P.G."
,13299d7c-3bb7-4f51-a4d8-5ff30391eeb9,,{860210},{HGA001860210},1945,"Prinsegracht, gezien naar de Grote Markt. Duitsers fietsen nog gewapend door de stad","Biegstraaten, F.W.H."
,132b5cd0-91e1-4e16-a6a8-25c8867af982,,{0.19960},{HGA001063935},1982,"Fijnjekade tot en met nr. 23, hoek Van Leeuwenhoekstraat","Kempff, P.G."
,132c5faa-65f5-4f0b-9d50-79003aa6b7be,,{0.84499},{HGA001260213},1960,"Zuiderpark, het schoonmaken van de plasvijver",Stokvis
,133231f2-ca93-4806-855e-09b3fff02196,,{1.16076},{HGA001053376},1964,"Opening van de NAVO-conferentie in de Ridderzaal door mr. J.M.A.H. Luns, minister van Buitenlandse Zaken",Stokvis
,13390809-f152-4500-a8d0-a09bafefd017,,{0.62049},{HGA001434054},1980,Schaapherderstraat nrs. 23-13,"Kempff, P.G."
,133a903e-f934-40eb-b4d7-1f457668b552,,{870565},{HGA001870565},1975,"Lange Voorhout nr. 2, Kloosterkerk, gedenksteen","Paans, M."
,133ad8c2-4702-4203-9ca1-23c793d55eed,,{870676},{HGA001870676},1975,"Carnegieplein nr. 2, Vredespaleis, gezien vanaf het plein","Paans, M."
,13404f3c-9090-4a4b-8086-855015cf46a9,,{1.16937},{HGA001054232},1967,Huwelijk van prinses Margriet en mr. Pieter van Vollenhoven. Burgemeester mr. H.A.M.T. Kolfschoten overhandigt het bruidspaar een witlederen cassette met het trouwboekje,Stokvis
,134a7221-9967-42b7-8ba0-2b0d96c0468c,,{870571},{HGA001870571},1975,"Stadhouderslaan nr. 41, Gemeentemuseum, entree","Paans, M."
,134abccd-882f-4032-a636-99e783c67648,,{0.67994},{HGA001238907},1982,"Stieltjesstraat nr. 942 en lager, achterzijde vanaf de Laakkade","Kempff, P.G."
,134db30f-56d9-4258-b5fb-abd216b9a4ec,,{0.58117},{HGA001430134},1953,Grote Markt met grote verkeersdrukte richting Prinsegracht,Stokvis
,135bff9d-b59d-40ae-a882-9828a0307cdf,,{1.66896},{HGA001006801},1970,"Casper A. Schuckink Kool, gemeenteraadslid (Kabouters)",Stokvis
,1360db6c-332d-43c7-b55e-365b4981275d,,{870175},{HGA001301775},1975,"Park met ronde, betonnen, zandbak, onbekend waar",Stokvis
,13698962-0ea4-4022-a2df-6392b142d008,,{0.57683},{HGA001429704},1990,Prins Hendrikplein,"Philips, Lilian"
,136cfa54-3f55-4bb4-ace7-c44ffa7e4f05,,{0.56683},{HGA001428716},1977,"Plein nr. 24, Nieuwe of Litteraire Sociëteit De Witte","Kempff, P.G."
,137871b7-4f2a-4def-8997-ed54ae310a7a,,{0.45276},{HGA001415076},1991,Ligusterstraat nrs. 62-84,"Kempff, P.G."
,137e90f2-d13a-4a4b-af45-c6d99c74a862,,{1.13725},{HGA001051043},1953,"Bij het bereiken van het hoogste punt van het nieuwe gebouw van de Plaatselijke Telefoon Dienst werd door de directeur-generaal der P.T.T., L. Neher, de vlag gehesen. Locatie: Marnixstraat",Stokvis
,1383f76e-d130-497b-b70b-151320429351,,{1.61324},{HGA001001321},1968,E. Burgmans,"Brugge, G.J. ter"
,13880443-57ce-4716-b196-32927919ed63,,{0.67229},{HGA001440402},1980,"Stastokstraat nr. 1, gezien richting Hildebrandstraat","Kempff, P.G."
,138ad579-3679-4361-a498-96d3a851e1ea,,{0.17224},{HGA001061210},1952,"Dr. Lelykade, twee beelden, man en vrouw in Scheveningse klederdracht, op het terras van het stationsgebouw van Radio Holland",Stokvis
,138d7acb-6601-4d11-b061-22b55f43e1ec,,{5.05151},{HGA001197907},2004,"Beeldententoonstelling op Kijkduin, 'Boulevard des Sculptures'","Swinkels, Antoinette"
,138f9d80-3984-4140-bdf1-5ded904ddd0c,,{0.70319},{HGA001443078},1971,"Tullinghstraat nr. 4, gedenksteen voor Jan Ligthart in de gevel van de Jan Ligthartschool",Stokvis
,13a2d0c1-6eeb-44d6-9968-c4f6cd81cbeb,,{1.18553},{HGA001055844},1972,"Herdenking van de kroniekschrijver, wijlen mr. E. Elias bij het te zijner eer geplaatste beeldje 'Flaneur' op het Lange Voorhout. In het midden ziet men oud-burgemeester mr. H.A.M.T. Kolfschoten; geheel links oud-wethouder G.W. Dettmeyer",Stokvis
,13a597de-b8d2-4f21-89c7-9d66c3de7c73,,{870297},{HGA001870297},1975,"Eerste haven, motortrawler SCH 62 Nellie van rederij C. & K. Pronk","Paans, M."
,13b101f3-4a73-45ae-9c6b-730593df4e7f,,{0.07881},{HGA001033734},1978,Barentszstraat nr. 22,"Kempff, P.G."
,13b31cc8-1a57-4058-a70b-0039fd5fb6bf,,{0.36276},{HGA001406101},1981,Karel de Geerstraat nrs. 8 en hoger. Gezien van de Laakkade richting Schlegelstraat,"Kempff, P.G."
,13bd822d-02b2-4901-9219-a331748df01b,,{1.16905},{HGA001054200},1967,"Het programma 'Bruidsspiegel' in het circustheater aan de vooravond van het huwelijk van prinses Margriet en mr. Pieter van Vollenhoven. Het bruidspaar, vergezeld door burgemeester mr. H.A.M.T. Kolfschoten, betreedt de theaterzaal",Stokvis
